University (zh),University (eng),University Latitude,University Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
致理學校財團法人致理科技大學,Chihlee University of Technology,25.02085,121.46523,新北市板橋國民運動中心 New Taipei City Banqiao Civil Sports Center,25.022787780835014,121.45713096596667,Gym / Fitness Center
致理學校財團法人致理科技大學,Chihlee University of Technology,25.02085,121.46523,環球健身中心,25.01425045488996,121.46409934737436,Gym
康寧學校財團法人康寧大學,University of Kang Ning,25.07518,121.61007,世界健身俱樂部 World Gym,25.070841053734082,121.6163625079336,Gym / Fitness Center
大同技術學院,Tatung Institute of Technology,23.46949,120.46496,嘉義巿立田徑場,23.471263,120.46139,Track
耕莘健康管理專科學校,Cardinal Tien Junior College of Healthcare And Management,24.97768,121.53635,HTC Gym,24.978870056087132,121.5459603265607,Gym
耕莘健康管理專科學校,Cardinal Tien Junior College of Healthcare And Management,24.97768,121.53635,World Gym,24.97772278653243,121.54565906088354,Gym
耕莘健康管理專科學校,Cardinal Tien Junior College of Healthcare And Management,24.97768,121.53635,新店高中運動中心 Hsin-Tien High School Gym,24.975147670031237,121.53375264250538,Gym
耕莘健康管理專科學校,Cardinal Tien Junior College of Healthcare And Management,24.97768,121.53635,Anytime Fitness 大坪林店,24.980599,121.542104,Gym / Fitness Center
學校財團法人中華浸信會基督教台灣浸會神學院,TAIWAN BAPTIST CHRISTIAN SEMINARY,25.02448,121.56695,Taipei Xinyi Sports Center (臺北市信義運動中心 Taipei Xinyi Sports Center),25.031785,121.566734,Gym / Fitness Center
學校財團法人中華浸信會基督教台灣浸會神學院,TAIWAN BAPTIST CHRISTIAN SEMINARY,25.02448,121.56695,台北醫學大學體育館,25.025333,121.561229,College Gym
台灣基督長老教會南神神學院,Tainan Theological College,22.98829,120.21394,深呼吸健身房,22.993635457624258,120.21048337999447,Gym / Fitness Center
台灣基督長老教會南神神學院,Tainan Theological College,22.98829,120.21394,NCKU Fitness,22.993719153123763,120.22006669023733,Gym
台灣基督長老教會南神神學院,Tainan Theological College,22.98829,120.21394,World Gym Focus店,22.995770237713764,120.21055698394775,Gym
台灣基督長老教會南神神學院,Tainan Theological College,22.98829,120.21394,健身中心 Health Club,22.996567,120.214734,Hotel Pool
臺北市立大學,University of Taipei,25.03556,121.51357,Taipei Jhong Jheng People Sports Center (臺北市中正運動中心),25.038368391738185,121.51944501952084,Gym / Fitness Center
臺北市立大學,University of Taipei,25.03556,121.51357,國立臺灣大學醫學院體育館,25.040574273125866,121.52178146249587,College Gym
